method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,17.72020776216367,17.72020776216367,W1,PIT,7,12,9.581261900829942,11.378926909224461,14.382746318226703,21.05766920610064,24.06148861510288,25.8591536234974,4.948127740957859,,,,,,,,2023-02-14,a_unit_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_musd,2023Q1,2023-02-14,0,326.9638356907012,326.9638356907012,W1,PIT,7,12,136.9095125771858,178.8871853834877,249.03003609899912,404.8976352824033,475.04048599791474,517.0181588042166,115.54482417122854,,,,,,,,2023-02-14,a_unit_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
driver-lines,margin_v2,total_cash_costs_musd,2023Q1,2023-02-14,0,1518.1829034397338,1518.1829034397338,W1,PIT,7,12,1323.5102127828977,1366.5079535279697,1438.3552930434914,1598.0105138359763,1669.8578533514979,1712.85559409657,118.35259227146989,,,,,,,,2023-02-14,a_unit_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,38.18012458763287,38.18012458763287,W1,PIT,7,12,31.53491354326303,33.00265439955899,35.455185016186434,40.9050641590793,43.357594775706744,44.825335632002705,4.040001453920185,,,,,,,,2023-02-14,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_musd,2023Q2,2023-02-14,1,997.3206789542161,997.3206789542161,W1,PIT,7,12,469.4280697342543,586.024750428884,780.8526915971656,1213.7886663112665,1408.616607479548,1525.213288174178,320.9359182910056,,,,,,,,2023-02-14,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,total_cash_costs_musd,2023Q2,2023-02-14,1,1614.8255351450007,1614.8255351450007,W1,PIT,7,12,1566.8941232631198,1577.4808286437699,1595.1707491524783,1634.480321137523,1652.1702416462313,1662.7569470268818,29.140229316766476,,,,,,,,2023-02-14,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q3,2023-02-14,2,53.77118617838241,53.77118617838241,W1,PIT,7,12,48.83662529752799,49.926531481748604,51.747716927794166,55.79465542897065,57.61584087501621,58.70574705923683,3.0,,,,,,,,2023-02-14,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_musd,2023Q3,2023-02-14,2,1925.2920625648896,1925.2920625648896,W1,PIT,7,12,1608.6096993598157,1678.555956873827,1795.4330863315006,2055.1510387982785,2172.0281682559526,2241.9744257699635,192.52920625648898,,,,,,,,2023-02-14,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,total_cash_costs_musd,2023Q3,2023-02-14,2,1655.2353525787132,1655.2353525787132,W1,PIT,7,12,1382.9733652639736,1443.1084068345112,1543.5914246310595,1766.879280526367,1867.3622983229152,1927.4973398934528,165.52353525787134,,,,,,,,2023-02-14,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,18.19266776251548,18.19266776251548,W1,full_sample,7,12,13.63704287842835,14.643252722432983,16.324585253708978,20.060750271321982,21.742082802597977,22.74829264660261,2.7696232719080323,,,,,,,,2023-02-14,a_unit_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_musd,2023Q1,2023-02-14,0,335.68141598088823,335.68141598088823,W1,full_sample,7,12,270.22332148669574,284.6811797883983,308.83962709446473,362.52320486731173,386.68165217337815,401.1395104750807,39.79569575167051,,,,,,,,2023-02-14,a_unit_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
driver-lines,margin_v2,total_cash_costs_musd,2023Q1,2023-02-14,0,1509.4653231495467,1509.4653231495467,W1,full_sample,7,12,1407.1578781801152,1429.7547251248197,1467.5130655930345,1551.417580706059,1589.1759211742738,1611.7727681189785,62.19851012460334,,,,,,,,2023-02-14,a_unit_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,38.61363804649104,38.61363804649104,W1,full_sample,7,12,31.882837695301763,33.36948283042983,35.85360166811286,41.37367442486922,43.85779326255225,45.34443839768032,4.092036057739656,,,,,,,,2023-02-14,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_musd,2023Q2,2023-02-14,1,1008.6446843573905,1008.6446843573905,W1,full_sample,7,12,620.7317309661302,706.4108292787671,849.5768458922631,1167.7125228225177,1310.8785394360139,1396.557637748651,235.83433020128837,,,,,,,,2023-02-14,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,total_cash_costs_musd,2023Q2,2023-02-14,1,1603.5015297418263,1603.5015297418263,W1,full_sample,7,12,1500.484841541987,1523.2383404363993,1561.2584394440491,1645.7446200396034,1683.7647190472533,1706.5182179416656,62.62969939201688,,,,,,,,2023-02-14,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q3,2023-02-14,2,54.04995857690232,54.04995857690232,W1,full_sample,7,12,45.541191769077685,47.42053985857444,50.560848114640095,57.539069039164545,60.679377295230196,62.558725384726955,5.172962911961083,,,,,,,,2023-02-14,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_musd,2023Q3,2023-02-14,2,1935.2735847197487,1935.2735847197487,W1,full_sample,7,12,563.0528239335154,866.1379270274047,1372.5798452944532,2497.967324145044,3004.4092424120927,3307.494345505982,834.250986411156,,,,,,,,2023-02-14,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,total_cash_costs_musd,2023Q3,2023-02-14,2,1645.2538304238542,1645.2538304238542,W1,full_sample,7,12,1528.9122670257666,1554.6088573589504,1597.5467331186467,1692.960927729062,1735.898803488758,1761.5953938219418,70.7306483031635,,,,,,,,2023-02-14,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,34.706566426918165,34.706566426918165,W1,PIT,7,13,27.867547073781928,29.378094753091748,31.902153694076787,37.51097915975954,40.035038100744586,41.5455857800544,4.157828539315983,,,,,,,,2023-05-09,a_unit_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_musd,2023Q2,2023-05-09,0,854.93806417716,854.93806417716,W1,PIT,7,13,466.42832470925856,552.2392363384788,695.6255072245281,1014.2506211297919,1157.636892015841,1243.4478036450614,236.19715037377213,,,,,,,,2023-05-09,a_unit_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
driver-lines,margin_v2,total_cash_costs_musd,2023Q2,2023-05-09,0,1608.394244933303,1608.394244933303,W1,PIT,7,13,1438.6491034121884,1476.1410472654036,1538.7884415805936,1678.0000482860125,1740.6474426012023,1778.1393864544177,103.19771847159184,,,,,,,,2023-05-09,a_unit_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,51.85804330900799,51.85804330900799,W1,PIT,7,13,45.08693519672992,46.58248318646724,49.08147830384973,54.63460831416625,57.133603431548735,58.62915142128606,4.116541436472654,,,,,,,,2023-05-09,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_musd,2023Q3,2023-05-09,1,1801.8391595094733,1801.8391595094733,W1,PIT,7,13,1019.2226863072392,1192.080728716952,1480.9189384878327,2122.7593805311135,2411.597590301995,2584.4556327117075,475.7970316499923,,,,,,,,2023-05-09,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,total_cash_costs_musd,2023Q3,2023-05-09,1,1672.7214766734294,1672.7214766734294,W1,PIT,7,13,1631.7995976440834,1640.8380936928525,1655.9410242904332,1689.5019290564255,1704.6048596540063,1713.6433557027754,24.878735930557784,,,,,,,,2023-05-09,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q4,2023-05-09,2,28.309584197242206,28.309584197242206,W1,PIT,7,13,20.884071934687316,22.524159458455646,25.264673799755297,31.354494594729115,34.09500893602877,35.7350964597971,4.514390910464864,,,,,,,,2023-05-09,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_musd,2023Q4,2023-05-09,2,648.7070866948656,648.7070866948656,W1,PIT,7,13,-283.6352571454042,-77.70696668598949,266.390177585113,1031.0239958046182,1375.1211400757206,1581.0494305351353,566.8238976183237,,,,,,,,2023-05-09,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,total_cash_costs_musd,2023Q4,2023-05-09,2,1642.7680624105024,1642.7680624105024,W1,PIT,7,13,1452.5960275173372,1494.5996995563355,1564.7859938497259,1720.7501309712788,1790.936425264669,1832.9400973036675,115.61638785186305,,,,,,,,2023-05-09,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,35.63366583589557,35.63366583589557,W1,full_sample,7,13,31.07804095180844,32.08425079581308,33.76558332708907,37.50174834470207,39.183080875978064,40.1892907199827,2.7696232719080323,,,,,,,,2023-05-09,a_unit_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_musd,2023Q2,2023-05-09,0,877.7756034560725,877.7756034560725,W1,full_sample,7,13,706.6087897442412,744.4147411353123,807.5868282783537,947.9643786337914,1011.1364657768327,1048.9424171679038,104.06203379267696,,,,,,,,2023-05-09,a_unit_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
driver-lines,margin_v2,total_cash_costs_musd,2023Q2,2023-05-09,0,1585.5567056543905,1585.5567056543905,W1,full_sample,7,13,1478.091994195379,1501.8279367508956,1541.489656040242,1629.623755268539,1669.2854745578854,1693.0214171134023,65.33390552093316,,,,,,,,2023-05-09,a_unit_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q3,2023-05-09,1,52.49695874823443,52.49695874823443,W1,full_sample,7,13,45.766158397045146,47.25280353217322,49.736922369856245,55.25699512661261,57.741113964295636,59.22775909942371,4.092036057739656,,,,,,,,2023-05-09,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_musd,2023Q3,2023-05-09,1,1824.0386638593302,1824.0386638593302,W1,full_sample,7,13,1122.5347188419485,1277.4772773370862,1536.379499005083,2111.697828713577,2370.6000503815744,2525.5426088767117,426.48411598637523,,,,,,,,2023-05-09,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,total_cash_costs_musd,2023Q3,2023-05-09,1,1650.5219723235725,1650.5219723235725,W1,full_sample,7,13,1544.4844636364326,1567.905177103737,1607.040162408146,1694.003782238999,1733.1387675434082,1756.5594810107125,64.46622784525042,,,,,,,,2023-05-09,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q4,2023-05-09,2,29.401094350924414,29.401094350924414,W1,full_sample,7,13,20.89232754309978,22.771675632596533,25.91198388866219,32.89020481318664,36.030513069252294,37.90986115874905,5.172962911961083,,,,,,,,2023-05-09,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_musd,2023Q4,2023-05-09,2,673.7187706164551,673.7187706164551,W1,full_sample,7,13,196.0132455316618,301.5250060707519,477.8305316861005,869.6070095468098,1045.9125351621583,1151.4242957012484,290.4243376172991,,,,,,,,2023-05-09,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,total_cash_costs_musd,2023Q4,2023-05-09,2,1617.756378488913,1617.756378488913,W1,full_sample,7,13,1503.359254598224,1528.6263727463186,1570.8466193152735,1664.6661376625527,1706.8863842315075,1732.153502379602,69.54851302040144,,,,,,,,2023-05-09,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,52.07984817210538,52.07984817210538,W1,PIT,7,14,45.66514675594175,47.08197449648731,49.44943152902112,54.71026481518964,57.077721847723446,58.49454958826901,3.89986155063078,,,,,,,,2023-08-03,a_unit_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_musd,2023Q3,2023-08-03,0,1803.4628728163254,1803.4628728163254,W1,PIT,7,14,1028.9781147549347,1200.0400892197345,1485.8771482046654,2121.0485974279854,2406.8856564129164,2577.947630877716,470.85329987495606,,,,,,,,2023-08-03,a_unit_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
driver-lines,margin_v2,total_cash_costs_musd,2023Q3,2023-08-03,0,1659.4175619662835,1659.4175619662835,W1,PIT,7,14,1509.6092096507587,1542.6976755910796,1597.9870513877481,1720.8480725448192,1776.1374483414872,1809.2259142818084,91.07701126766858,,,,,,,,2023-08-03,a_unit_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,27.848756837774758,27.848756837774758,W1,PIT,7,14,20.230684999839756,21.91330353641856,24.72488533531907,30.972628340230447,33.784210139130955,35.46682867570976,4.631458819867232,,,,,,,,2023-08-03,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_musd,2023Q4,2023-08-03,1,625.3485997886493,625.3485997886493,W1,PIT,7,14,291.7699240213781,365.44810338146743,488.5611106149123,762.1360889623862,885.249096195831,958.9272755559206,202.80143491279344,,,,,,,,2023-08-03,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,total_cash_costs_musd,2023Q4,2023-08-03,1,1620.1685104775106,1620.1685104775106,W1,PIT,7,14,1589.1881362855663,1596.0308325733508,1607.4646780468804,1632.8723429081408,1644.3061883816706,1651.1488846694551,18.8347301451756,,,,,,,,2023-08-03,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_margin_pct,2024Q1,2023-08-03,2,15.25884039884203,15.25884039884203,W1,PIT,7,14,4.675888450177711,7.013365898457096,10.919188226009313,19.598492571674747,23.504314899226966,25.84179234750635,6.433977938984444,,,,,,,,2023-08-03,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_musd,2024Q1,2023-08-03,2,327.507511707298,327.507511707298,W1,PIT,7,14,-165.3404318690767,-56.484135522947646,125.4099627821809,529.6050606324152,711.4991589375437,820.3554552836728,299.6302743909231,,,,,,,,2023-08-03,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,total_cash_costs_musd,2024Q1,2023-08-03,2,1818.8384958972647,1818.8384958972647,W1,PIT,7,14,1643.5590097297616,1682.273335189233,1746.9632755722014,1890.713716222328,1955.4036566052962,1994.1179820647678,106.56236110951791,,,,,,,,2023-08-03,a_unit_rw,rev_leg=naive;scenario=backtest;,1.0
driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,53.150313264868416,53.150313264868416,W1,full_sample,7,14,48.594688380781285,49.60089822478592,51.282230756061914,55.01839577367492,56.69972830495091,57.705938148955546,2.7696232719080323,,,,,,,,2023-08-03,a_unit_rw,rev_leg=guide_cushion;scenario=backtest;,1.0
