object,spec_id,scenario,period,adj_ebitda_musd,revenue_musd,adj_ebitda_margin_pct,quarters,vintage_date,street_ebitda_musd,street_revenue_musd,street_margin_pct,mgmt_fy26_guide
ensemble_simple,eq4,base,FY2026,5041.1422766697815,14268.1433,35.33145252802291,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
ensemble_simple,eq4,base,FY2027,5477.096369027422,15828.606600000001,34.60251750161901,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
ensemble_simple,eq4,base,FY2028,5745.237228459937,17137.441,33.52447561138175,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
ensemble_simple,eq4,bear,FY2026,4996.036392918398,14164.807,35.27076925875797,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
ensemble_simple,eq4,bear,FY2027,5109.364531435145,14948.333900000001,34.18016058254589,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
ensemble_simple,eq4,bull,FY2026,5096.683565372298,14391.9366,35.413465936004044,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
ensemble_simple,eq4,bull,FY2027,5779.257382797805,16570.7436,34.87627062673159,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
ensemble_simple,invmae4,base,FY2026,5037.106874858891,14268.1433,35.30316992862618,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
ensemble_simple,invmae4,base,FY2027,5480.289876375252,15828.606600000001,34.62269304472607,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
ensemble_simple,invmae4,base,FY2028,5745.237228459937,17137.441,33.52447561138175,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
ensemble_simple,invmae4,bear,FY2026,4993.503525198132,14164.807,35.25288784519359,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
ensemble_simple,invmae4,bear,FY2027,5111.734394077543,14948.333900000001,34.196014273386965,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
ensemble_simple,invmae4,bull,FY2026,5091.393925535162,14391.9366,35.37671174520851,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
ensemble_simple,invmae4,bull,FY2027,5782.868836971269,16570.7436,34.898064785525186,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
incremental_margin,k4_ew,base,FY2026,4942.989276497799,14268.1433,34.643535410089406,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
incremental_margin,k4_ew,base,FY2027,5401.626408569345,15828.606600000001,34.12572278199993,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
incremental_margin,k4_ew,base,FY2028,5786.307070762798,17137.441,33.76412540683757,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
incremental_margin,k4_ew,bear,FY2026,4912.617614267176,14164.807,34.68185351390369,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
incremental_margin,k4_ew,bear,FY2027,5142.904690109913,14948.333900000001,34.40453447530974,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
incremental_margin,k4_ew,bull,FY2026,4979.3734734742175,14391.9366,34.59835609249569,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
incremental_margin,k4_ew,bull,FY2027,5619.748542735639,16570.7436,33.913677493239575,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
incremental_margin,k4_rw,base,FY2026,4944.84868703311,14268.1433,34.65656731267277,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
incremental_margin,k4_rw,base,FY2027,5406.10183986589,15828.606600000001,34.153997104621254,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
incremental_margin,k4_rw,base,FY2028,5792.976682443731,17137.441,33.80304377090915,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
incremental_margin,k4_rw,bear,FY2026,4914.303787850236,14164.807,34.69375747830688,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
incremental_margin,k4_rw,bear,FY2027,5145.904398357573,14948.333900000001,34.42460164980375,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
incremental_margin,k4_rw,bull,FY2026,4981.440415864268,14391.9366,34.61271790110768,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
incremental_margin,k4_rw,bull,FY2027,5625.468121074721,16570.7436,33.94819361681947,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
incremental_margin,k8_ew,base,FY2026,5004.779381342504,14268.1433,35.07659879854518,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
incremental_margin,k8_ew,base,FY2027,5550.349546245166,15828.606600000001,35.06530730408806,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
incremental_margin,k8_ew,base,FY2028,6007.945056141665,17137.441,35.05742226124464,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
incremental_margin,k8_ew,bear,FY2026,4968.650878844925,14164.807,35.07743436846633,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
incremental_margin,k8_ew,bear,FY2027,5242.588048683312,14948.333900000001,35.07138711079575,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
incremental_margin,k8_ew,bull,FY2026,5048.060073105549,14391.9366,35.07561361203849,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
incremental_margin,k8_ew,bull,FY2027,5809.81595309393,16570.7436,35.06068341491887,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
incremental_margin,k8_median,base,FY2026,5010.674974556108,14268.1433,35.11791877332847,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
incremental_margin,k8_median,base,FY2027,5564.539700532671,15828.606600000001,35.1549560940675,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
incremental_margin,k8_median,base,FY2028,6029.092251242898,17137.441,35.18081988578632,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
incremental_margin,k8_median,bear,FY2026,4973.997193359375,14164.807,35.115178013787094,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
incremental_margin,k8_median,bear,FY2027,5252.099159463779,14948.333900000001,35.13501367174959,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
incremental_margin,k8_median,bull,FY2026,5054.613683132102,14391.9366,35.12115029142153,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
incremental_margin,k8_median,bull,FY2027,5827.950897798296,16570.7436,35.17012294969246,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
incremental_margin,k8_rw,base,FY2026,4958.459727118789,14268.1433,34.751961925689294,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
incremental_margin,k8_rw,base,FY2027,5438.862369948514,15828.606600000001,34.36096750265126,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
incremental_margin,k8_rw,base,FY2028,5841.798795807717,17137.441,34.087929439452004,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
incremental_margin,k8_rw,bear,FY2026,4926.646719007515,14164.807,34.780895489839814,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
incremental_margin,k8_rw,bear,FY2027,5167.862512732481,14948.333900000001,34.5714950395407,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
incremental_margin,k8_rw,bull,FY2026,4996.5706064227825,14391.9366,34.71784753709089,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
incremental_margin,k8_rw,bull,FY2027,5667.335911198554,16570.7436,34.200854518070955,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
pct_rev_seasonal,drift_k4_ew,base,FY2026,5024.501584410953,14268.1433,35.21482423302374,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
pct_rev_seasonal,drift_k4_ew,base,FY2027,5438.033984857908,15828.606600000001,34.35573403446585,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
pct_rev_seasonal,drift_k4_ew,base,FY2028,5756.644299653104,17137.441,33.59103788980574,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
pct_rev_seasonal,drift_k4_ew,bear,FY2026,4985.36566887958,14164.807,35.19543661187603,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
pct_rev_seasonal,drift_k4_ew,bear,FY2027,5115.396835279937,14948.333900000001,34.220514938323234,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
pct_rev_seasonal,drift_k4_ew,bull,FY2026,5074.702119077625,14391.9366,35.26073147846986,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
pct_rev_seasonal,drift_k4_ew,bull,FY2027,5704.039405234452,16570.7436,34.42235027542428,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
pct_rev_seasonal,drift_k4_rw,base,FY2026,5051.718585732244,14268.1433,35.40557786332469,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
pct_rev_seasonal,drift_k4_rw,base,FY2027,5521.828598801416,15828.606600000001,34.88512121339484,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
pct_rev_seasonal,drift_k4_rw,base,FY2028,5905.7882933559085,17137.441,34.4613194779542,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
pct_rev_seasonal,drift_k4_rw,bear,FY2026,5012.230320699247,14164.807,35.385094344732316,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
pct_rev_seasonal,drift_k4_rw,bear,FY2027,5194.154170542995,14948.333900000001,34.7473785726916,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
pct_rev_seasonal,drift_k4_rw,bull,FY2026,5102.3412228697725,14391.9366,35.452777236871455,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
pct_rev_seasonal,drift_k4_rw,bull,FY2027,5792.118492253912,16570.7436,34.95388397810894,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
pct_rev_seasonal,drift_k8_rw,base,FY2026,5040.832230899419,14268.1433,35.32927953491622,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
pct_rev_seasonal,drift_k8_rw,base,FY2027,5488.3121254140615,15828.606600000001,34.673375010874686,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
pct_rev_seasonal,drift_k8_rw,base,FY2028,5846.133138202455,17137.441,34.11322109410883,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
pct_rev_seasonal,drift_k8_rw,bear,FY2026,5001.4848998971265,14164.807,35.309234357355706,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
pct_rev_seasonal,drift_k8_rw,bear,FY2027,5162.652526139182,14948.333900000001,34.53664174667105,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
pct_rev_seasonal,drift_k8_rw,bull,FY2026,5091.286033960801,14391.9366,35.37596207838215,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
pct_rev_seasonal,drift_k8_rw,bull,FY2027,5756.888299797149,16570.7436,34.74127920123722,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
pct_rev_seasonal,nodrift,base,FY2026,5085.329209900131,14268.1433,35.641141969047446,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
pct_rev_seasonal,nodrift,base,FY2027,5625.307642774759,15828.606600000001,35.53886823351058,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
